boundaryID,boundaryISO,boundaryYear,boundaryType,boundarySource-1,boundarySource-2,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,boundaryUpdate,downloadURL
GAB-ADM0-3_0_0-G199,GAB,2015.0,ADM0,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gabon-administrative-boundaries,https://data.humdata.org/dataset/gabon-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GAB/ADM0/geoBoundaries-3_0_0-GAB-ADM0-all.zip
GAB-ADM1-3_0_0-G200,GAB,2015.0,ADM1,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gabon-administrative-boundaries,https://data.humdata.org/dataset/gabon-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GAB/ADM1/geoBoundaries-3_0_0-GAB-ADM1-all.zip
GAB-ADM2-3_0_0-G201,GAB,2015.0,ADM2,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gabon-administrative-boundaries,https://data.humdata.org/dataset/gabon-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GAB/ADM2/geoBoundaries-3_0_0-GAB-ADM2-all.zip
GMB-ADM0-3_0_0-G202,GMB,2017.0,ADM0,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gambia-administrative-boundaries,https://data.humdata.org/dataset/gambia-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GMB/ADM0/geoBoundaries-3_0_0-GMB-ADM0-all.zip
GMB-ADM1-3_0_0-G203,GMB,2017.0,ADM1,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gambia-administrative-boundaries,https://data.humdata.org/dataset/gambia-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GMB/ADM1/geoBoundaries-3_0_0-GMB-ADM1-all.zip
GMB-ADM2-3_0_0-G204,GMB,2017.0,ADM2,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gambia-administrative-boundaries,https://data.humdata.org/dataset/gambia-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GMB/ADM2/geoBoundaries-3_0_0-GMB-ADM2-all.zip
GEO-ADM0-3_0_0-G205,GEO,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GEO/ADM0/geoBoundaries-3_0_0-GEO-ADM0-all.zip
GEO-ADM1-3_0_0-G206,GEO,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GEO/ADM1/geoBoundaries-3_0_0-GEO-ADM1-all.zip
GEO-ADM2-3_0_0-G207,GEO,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GEO/ADM2/geoBoundaries-3_0_0-GEO-ADM2-all.zip
DEU-ADM0-3_0_0-G208,DEU,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DEU/ADM0/geoBoundaries-3_0_0-DEU-ADM0-all.zip
DEU-ADM1-3_0_0-G209,DEU,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DEU/ADM1/geoBoundaries-3_0_0-DEU-ADM1-all.zip
DEU-ADM2-3_0_0-G210,DEU,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DEU/ADM2/geoBoundaries-3_0_0-DEU-ADM2-all.zip
DEU-ADM3-3_0_0-G211,DEU,2017.0,ADM3,GeoBasis-DE,Statistical offices of the federation and the lander,Data license Germany - Attribution - Version 2.0,https://www.govdata.de/dl-de/by-2-0,https://gdz.bkg.bund.de/index.php/default/digitale-geodaten/verwaltungsgebiete/verwaltungsgebiete-1-250-000-ebenen-stand-01-01-vg250-ebenen-01-01.html,https://gdz.bkg.bund.de/index.php/default/digitale-geodaten/verwaltungsgebiete/verwaltungsgebiete-1-250-000-ebenen-stand-01-01-vg250-ebenen-01-01.html,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DEU/ADM3/geoBoundaries-3_0_0-DEU-ADM3-all.zip
GHA-ADM0-3_0_0-G212,GHA,2015.0,ADM0,Global Administrative Unit Layers (GAUL),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/ghana-administrative-boundaries,https://data.humdata.org/dataset/ghana-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GHA/ADM0/geoBoundaries-3_0_0-GHA-ADM0-all.zip
GHA-ADM1-3_0_0-G213,GHA,2015.0,ADM1,Global Administrative Unit Layers (GAUL),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/ghana-administrative-boundaries,https://data.humdata.org/dataset/ghana-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GHA/ADM1/geoBoundaries-3_0_0-GHA-ADM1-all.zip
GHA-ADM2-3_0_0-G214,GHA,2006.0,ADM2,Global Administrative Unit Layers (GAUL),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/ghana-administrative-boundaries,https://data.humdata.org/dataset/ghana-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GHA/ADM2/geoBoundaries-3_0_0-GHA-ADM2-all.zip
GRC-ADM0-3_0_0-G215,GRC,2016.0,ADM0,EuroGeoGraphics,Regional IM Working Group - Europe,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/gree,https://data.humdata.org/dataset/gree,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRC/ADM0/geoBoundaries-3_0_0-GRC-ADM0-all.zip
GRC-ADM1-3_0_0-G216,GRC,2016.0,ADM1,EuroGeoGraphics,Regional IM Working Group - Europe,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/gree,https://data.humdata.org/dataset/gree,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRC/ADM1/geoBoundaries-3_0_0-GRC-ADM1-all.zip
GRC-ADM2-3_0_0-G217,GRC,2016.0,ADM2,EuroGeoGraphics,Regional IM Working Group - Europe,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/gree,https://data.humdata.org/dataset/gree,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRC/ADM2/geoBoundaries-3_0_0-GRC-ADM2-all.zip
GRC-ADM3-3_0_0-G218,GRC,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRC/ADM3/geoBoundaries-3_0_0-GRC-ADM3-all.zip
GRL-ADM0-3_0_0-G219,GRL,2020.0,ADM0,OpenStreetMap,Geofabrik,Creative Commons Attribution-ShareAlike 2.0,Creative Commons Attribution-ShareAlike 2.0,https://download.geofabrik.de/north-america/greenland.html,https://download.geofabrik.de/north-america/greenland.html,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRL/ADM0/geoBoundaries-3_0_0-GRL-ADM0-all.zip
GRL-ADM1-3_0_0-G220,GRL,2020.0,ADM1,Wikipedia,IFAD,Creative Commons Attribution-ShareAlike 3.0 Germany,Creative Commons Attribution-ShareAlike 3.0 Germany,https://creativecommons.org/licenses/by-sa/3.0/de/legalcode,https://en.wikipedia.org/wiki/Qeqertalik#/media/File:Qeqertalik_in_Greenland_2018.svg,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRL/ADM1/geoBoundaries-3_0_0-GRL-ADM1-all.zip
GRD-ADM0-3_0_0-G221,GRD,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRD/ADM0/geoBoundaries-3_0_0-GRD-ADM0-all.zip
GRD-ADM1-3_0_0-G222,GRD,2017.0,ADM1,"OpenStreetMap, digitized from https://en.wikipedia.org/wiki/Parishes_of_Grenada#/media/File:Grenada_parishes_named.png",Golbez,Creative Commons Attribution-ShareAlike 3.0 Unported,,https://en.wikipedia.org/wiki/Parishes_of_Grenada,https://en.wikipedia.org/wiki/Parishes_of_Grenada#/media/File:Grenada_parishes_named.png,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GRD/ADM1/geoBoundaries-3_0_0-GRD-ADM1-all.zip
GTM-ADM0-3_0_0-G223,GTM,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GTM/ADM0/geoBoundaries-3_0_0-GTM-ADM0-all.zip
GTM-ADM1-3_0_0-G224,GTM,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GTM/ADM1/geoBoundaries-3_0_0-GTM-ADM1-all.zip
GTM-ADM2-3_0_0-G225,GTM,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GTM/ADM2/geoBoundaries-3_0_0-GTM-ADM2-all.zip
GIN-ADM0-3_0_0-G226,GIN,2016.0,ADM0,World Food Programme,Derived from ADM3 layer,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/guinea-geodatabase,https://data.humdata.org/dataset/guinea-geodatabase,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GIN/ADM0/geoBoundaries-3_0_0-GIN-ADM0-all.zip
GIN-ADM1-3_0_0-G227,GIN,2016.0,ADM1,World Food Programme,Derived from ADM3 layer,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/guinea-geodatabase,https://data.humdata.org/dataset/guinea-geodatabase,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GIN/ADM1/geoBoundaries-3_0_0-GIN-ADM1-all.zip
GIN-ADM2-3_0_0-G228,GIN,2016.0,ADM2,World Food Programme,Derived from ADM3 layer,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/guinea-geodatabase,https://data.humdata.org/dataset/guinea-geodatabase,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GIN/ADM2/geoBoundaries-3_0_0-GIN-ADM2-all.zip
GIN-ADM3-3_0_0-G229,GIN,2016.0,ADM3,World Food Programme,International Organization on Migration,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/guinea-geodatabase,https://data.humdata.org/dataset/guinea-geodatabase,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GIN/ADM3/geoBoundaries-3_0_0-GIN-ADM3-all.zip
GNB-ADM0-3_0_0-G230,GNB,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GNB/ADM0/geoBoundaries-3_0_0-GNB-ADM0-all.zip
GNB-ADM1-3_0_0-G231,GNB,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GNB/ADM1/geoBoundaries-3_0_0-GNB-ADM1-all.zip
GNB-ADM2-3_0_0-G232,GNB,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GNB/ADM2/geoBoundaries-3_0_0-GNB-ADM2-all.zip
GUY-ADM0-3_0_0-G233,GUY,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GUY/ADM0/geoBoundaries-3_0_0-GUY-ADM0-all.zip
GUY-ADM1-3_0_0-G234,GUY,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GUY/ADM1/geoBoundaries-3_0_0-GUY-ADM1-all.zip
GUY-ADM2-3_0_0-G235,GUY,2002.0,ADM2,data.world ,,Other - Humanitarian,Other - Humanitarian,https://data.humdata.org/about/license,https://data.world/ocha-fiss/9647d5cc-9de9-4974-a8be-62fb12c19ffe,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GUY/ADM2/geoBoundaries-3_0_0-GUY-ADM2-all.zip
HTI-ADM0-3_0_0-G236,HTI,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HTI/ADM0/geoBoundaries-3_0_0-HTI-ADM0-all.zip
HTI-ADM1-3_0_0-G237,HTI,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HTI/ADM1/geoBoundaries-3_0_0-HTI-ADM1-all.zip
HTI-ADM2-3_0_0-G238,HTI,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HTI/ADM2/geoBoundaries-3_0_0-HTI-ADM2-all.zip
HTI-ADM3-3_0_0-G239,HTI,2018.0,ADM3,FEWS NET,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196504806980030464/photo/1,http://www.fews.net/fews-data/334?tid=5&field_data_portal_date_start%5Bvalue%5D%5Byear%5D=&field_data_portal_date_start%5Bvalue%5D%5Bmonth%5D=&field_data_portal_date_end%5Bvalue%5D%5Byear%5D=&field_data_portal_date_end%5Bvalue%5D%5Bmonth%5D=,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HTI/ADM3/geoBoundaries-3_0_0-HTI-ADM3-all.zip
HND-ADM0-3_0_0-G240,HND,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HND/ADM0/geoBoundaries-3_0_0-HND-ADM0-all.zip
HND-ADM1-3_0_0-G241,HND,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HND/ADM1/geoBoundaries-3_0_0-HND-ADM1-all.zip
HND-ADM2-3_0_0-G242,HND,2015.0,ADM2,Sistema Nacional de InformaciÃ³n Territorial (SINIT),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Latin America and the Caribbean (ROLAC),Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Noted in metadata tab,https://data.humdata.org/dataset/division-politica-de-honduras,https://data.humdata.org/dataset/division-politica-de-honduras,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HND/ADM2/geoBoundaries-3_0_0-HND-ADM2-all.zip
HUN-ADM0-3_0_0-G243,HUN,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HUN/ADM0/geoBoundaries-3_0_0-HUN-ADM0-all.zip
HUN-ADM1-3_0_0-G244,HUN,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HUN/ADM1/geoBoundaries-3_0_0-HUN-ADM1-all.zip
HUN-ADM2-3_0_0-G245,HUN,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HUN/ADM2/geoBoundaries-3_0_0-HUN-ADM2-all.zip
HUN-ADM3-3_0_0-G246,HUN,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HUN/ADM3/geoBoundaries-3_0_0-HUN-ADM3-all.zip
ISL-ADM0-3_0_0-G247,ISL,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ISL/ADM0/geoBoundaries-3_0_0-ISL-ADM0-all.zip
ISL-ADM1-3_0_0-G248,ISL,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ISL/ADM1/geoBoundaries-3_0_0-ISL-ADM1-all.zip
ISL-ADM2-3_0_0-G249,ISL,2016.0,ADM2,National Land Survey of Iceland,Other,Open Data Commons Open Database License 1.0,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,https://www.lmi.is/en/licence-for-national-land-survey-of-iceland-free-data/,https://gatt.lmi.is/geonetwork/srv/eng/catalog.search#/metadata/%7B7CF6A33E-2588-42A8-A483-0B6F729B528A%7D,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ISL/ADM2/geoBoundaries-3_0_0-ISL-ADM2-all.zip
IND-ADM0-3_0_0-G250,IND,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/IND/ADM0/geoBoundaries-3_0_0-IND-ADM0-all.zip
